김용태,홍문종,0.09571135748904547,
서청원,홍문종,0.12131118108867067,
김종태,홍문종,0.14442067345038168,
최경환(한),홍문종,0.18397054170439608,
윤영석,홍문종,0.1974692661996461,
김재원,홍문종,0.22116520949927898,
심기준,홍문종,0.23125815810896977,
김종인,염동열,0.23138592923558943,
이혜훈,홍문종,0.23738238598438577,
서청원,염동열,0.24240245071003985,
홍문종,홍문표,0.25493665285143563,
배덕광,홍문종,0.25657398885606253,
김종인,홍문종,0.2642567990226481,
원유철,홍문종,0.2716981526867972,
안철수,홍문종,0.2740528403944398,
권은희,홍문종,0.27850040513617447,
박맹우,홍문종,0.278693205716647,
이종걸,홍문종,0.27999248178429714,
한선교,홍문종,0.287264554033416,
여상규,홍문종,0.2923283828166445,
이수혁,홍문종,0.2962475352828342,
정병국,홍문종,0.2983490815287817,
김태년,홍문종,0.30119269738783405,
김석기,홍문종,0.30317323153895914,
변재일,홍문종,0.3037987645142559,
윤상현,홍문종,0.30564159394749346,
송기석,홍문종,0.3097501802843371,
김현미,홍문종,0.3104803296204368,
이해찬,홍문종,0.31202093808535947,
전재수,홍문종,0.317461474646189,
정세균,홍문종,0.3211390223555921,
이언주,홍문종,0.32230633771905626,
윤후덕,홍문종,0.32360077493191364,
김병기,홍문종,0.32379184121276694,
김무성,홍문종,0.3246833450536408,
김현아,홍문종,0.3250182521375937,
추미애,홍문종,0.3293428782938477,
홍문종,황주홍,0.3303816248224618,
권석창,홍문종,0.33159619404331486,
주호영,홍문종,0.33451445322084106,
강효상,홍문종,0.33460634447220616,
김종태,염동열,0.33921190858746253,
김종대,홍문종,0.3392540596588407,
박인숙,홍문종,0.34019434707113383,
손금주,홍문종,0.34247986610695647,
김광수,홍문종,0.3430012512284051,
이정미,홍문종,0.34309351293540313,
안민석,홍문종,0.3436592589389541,
홍문종,홍의락,0.34373443318452956,
박대출,홍문종,0.3448697821642033,
유승민,홍문종,0.34723226362032666,
홍문종,황희,0.3510507952676081,
하태경,홍문종,0.35126526328073626,
김동철,홍문종,0.35442109981223546,
염동열,최경환(한),0.35478153563402914,
백재현,홍문종,0.3552687401354657,
정동영,홍문종,0.3563436853731903,
최교일,홍문종,0.35783579581193226,
한정애,홍문종,0.35788518672532565,
김영춘,홍문종,0.36084295842333214,
우원식,홍문종,0.3617901024526905,
김성태,홍문종,0.36298958998992537,
이용호,홍문종,0.3633530986561413,
김정훈,홍문종,0.3644650128851128,
박지원,홍문종,0.36625162980318615,
정태옥,홍문종,0.3670954742082613,
